"filename", "language", "JSON", "Python", "Shell Script", "Properties", "Markdown", "MS SQL", "Docker", "YAML", "plaintext", "JavaScript JSX", "JavaScript", "SCSS", "PostCSS", "XML", "TypeScript", "TypeScript JSX", "HTML", "comment", "blank", "total"
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\admins\StorePages\StoreList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 15, 13, 142
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\admins\StorePages\StoreList.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 3, 11, 73
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\auths\Login\Login.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 5, 12, 109
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\auths\Login\Login.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 1, 40, 134
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\auths\Login\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\auths\Signup\Signup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 3, 15, 117
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\auths\Signup\Signup.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 1, 42, 142
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\auths\Signup\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\FormatNumber.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 1, 18
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\Home\Home.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 11, 15, 144
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\Home\Home.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 10, 13, 123
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\ListProductAll\ListProductAll.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 28, 16, 135
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\ListProductAll\ListProductAll.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 17, 16, 148
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\ListProduct\ListProduct.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 25, 15, 134
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\ListProduct\ListProduct.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 8, 193
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\ProductDescription\ProductDescription.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 7, 15, 206
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\ProductDescription\ProductDescription.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 222, 0, 0, 0, 0, 0, 8, 42, 272
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\Products\Product.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 8, 7, 110
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\Products\Product.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\StoreLocations\StoreLocation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 1, 10, 79
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\StoreLocations\StoreLocation.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 17, 84
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\StoreLocations\storeData.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 2, 2, 84
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\cart\Cart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 6, 9, 108
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\cart\Cart.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 1, 35, 203
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\cart\ModalCart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 0, 0, 0, 0, 0, 0, 16, 28, 285
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\pages\users\cart\modalCart.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 13, 113
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\reactRedux\action\actions.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 2, 7, 128
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\reactRedux\action\type.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\reactRedux\reducer\cartItemListReducer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 6, 52
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\reactRedux\reducer\rootReducer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\reactRedux\redux\store.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\routes\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 3, 6, 61
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\admin\addressShop.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 2, 37
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\admin\categories.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 2, 33
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\admin\customer.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\admin\order.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\admin\productPrice.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 7, 56
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\admin\products.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 3, 29
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\auth\login.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\auth\signup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\auth\verifyToken.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\getAllProduct.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\getOneProduct.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\getProductList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\order.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 4, 41
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\shopAddress.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\user\cart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 4, 43
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\services\user\subProduct.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\utils\constant.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\utils\createAuthHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\src\utils\httpRequest.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\frontend\vite.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 3, 12
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\controllers\addressShopController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 4, 80
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\controllers\cartController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 9, 17, 140
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\controllers\categoriesController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 2, 13, 113
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\controllers\codeProvinceController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\controllers\customerController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 4, 8, 203
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\controllers\eventActionStats.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 0, 0, 22, 9, 262
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\controllers\maGiamGiaController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 3, 10, 109
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\controllers\orderController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 8, 14, 117
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\controllers\productController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 273, 0, 0, 0, 0, 0, 0, 6, 18, 297
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\controllers\productPriceController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 6, 8, 96
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\controllers\sizeController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 1, 8, 98
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\controllers\stats.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 7, 3, 104
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\controllers\variantController.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 7, 73
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\database\connectDB.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 2, 18
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\docker-compose.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\middleware\auth.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 9, 7, 85
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\middleware\checkLogin.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\addressShop.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\cardItem.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\categories.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\codeProvince.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\color.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\customerModule.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\maGiamGia.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\order.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\orderItem.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\product.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\productPrice.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\productSize.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\size.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\modules\variant.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\package-lock.json", "JSON", 3035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3036
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\package.json", "JSON", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\routers\addressShopRouter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\routers\cartRouter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\routers\categoriesRouter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\routers\codeProvinceRouter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 4, 4, 13
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\routers\customerRouter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\routers\eventActionStatsRouter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 2, 14
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\routers\maGiamGiaRouter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\routers\orderRouter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 4, 15
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\routers\productPriceRouter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 6, 8, 24
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\routers\productRouter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 5, 20
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\routers\sizeRouter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Duc Viet\Documents\Đatn\Customer_Action_Data_Analys_Platform\website\server\server.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 4, 7, 60
"Total", "-", 9962, 110, 11, 46, 75, 33, 7, 186, 7, 4343, 2568, 2919, 268, 2, 93, 41, 13, 1370, 1529, 23583